algorithm,app,bw_level,ipath_0,ipath_1,node_count,power_cap,runtime,thread_count,avg_runtime,perf_variation
rand,CoMD,2,1,0,512,64,38.3002,16,41.928767322834645,3.6285673228346482
rand,CoMD,3,0,0,512,64,37.5412,16,41.928767322834645,4.3875673228346415
rand,CoMD,4,0,1,512,64,38.1761,16,41.928767322834645,3.7526673228346468
rand,CoMD,5,0,2,512,64,37.2467,16,41.928767322834645,4.682067322834648
rand,CoMD,1,2,0,512,80,36.4466,16,41.928767322834645,5.482167322834648
rand,CoMD,2,1,0,512,80,34.7423,16,41.928767322834645,7.186467322834645
rand,CoMD,3,0,0,512,80,35.0206,16,41.928767322834645,6.908167322834643
rand,CoMD,4,0,1,512,80,34.971,16,41.928767322834645,6.957767322834648
rand,CoMD,5,0,2,512,80,34.2762,16,41.928767322834645,7.652567322834642
rand,CoMD,1,2,0,512,115,37.1949,16,41.928767322834645,4.733867322834648
rand,CoMD,2,1,0,512,115,35.3526,16,41.928767322834645,6.5761673228346424
rand,CoMD,3,0,0,512,115,35.208,16,41.928767322834645,6.7207673228346465
rand,CoMD,4,0,1,512,115,34.56,16,41.928767322834645,7.368767322834643
rand,CoMD,5,0,2,512,115,33.9367,16,41.928767322834645,7.992067322834643
rand,CoMD,1,2,0,512,64,47.5484,20,41.928767322834645,5.619632677165356
rand,CoMD,2,1,0,512,64,46.6069,20,41.928767322834645,4.678132677165358
rand,CoMD,3,0,0,512,64,45.0535,20,41.928767322834645,3.1247326771653547
rand,CoMD,4,0,1,512,64,43.7073,20,41.928767322834645,1.7785326771653516
rand,CoMD,5,0,2,512,64,43.6,20,41.928767322834645,1.6712326771653565
rand,CoMD,1,2,0,512,80,41.7604,20,41.928767322834645,0.16836732283464784
rand,CoMD,2,1,0,512,80,42.5271,20,41.928767322834645,0.5983326771653523
rand,CoMD,3,0,0,512,80,40.123,20,41.928767322834645,1.8057673228346474
rand,CoMD,4,0,1,512,80,38.3758,20,41.928767322834645,3.552967322834647
rand,CoMD,5,0,2,512,80,38.4931,20,41.928767322834645,3.4356673228346466
rand,CoMD,1,2,0,512,115,42.1792,20,41.928767322834645,0.25043267716535667
rand,CoMD,2,1,0,512,115,40.2207,20,41.928767322834645,1.7080673228346441
rand,CoMD,3,0,0,512,115,38.3543,20,41.928767322834645,3.574467322834643
