algorithm,app,bw_level,ipath_0,ipath_1,node_count,power_cap,runtime,thread_count
rand,ft,4,0,1,512,80,39.22,16
rand,ft,5,0,2,512,80,37.28,16
rand,ft,1,2,0,512,115,57.53,16
rand,ft,2,1,0,512,115,51.61,16
rand,ft,3,0,0,512,115,44.02,16
rand,ft,4,0,1,512,115,38.29,16
rand,ft,5,0,2,512,115,37.58,16
rand,ft,1,2,0,512,64,75.25,20
rand,ft,2,1,0,512,64,69.01,20
rand,ft,3,0,0,512,64,57.15,20
rand,ft,4,0,1,512,64,51.81,20
rand,ft,5,0,2,512,64,50.41,20
rand,ft,1,2,0,512,80,68.55,20
rand,ft,2,1,0,512,80,62.70,20
rand,ft,3,0,0,512,80,51.09,20
rand,ft,4,0,1,512,80,47.34,20
rand,ft,5,0,2,512,80,44.32,20
rand,ft,1,2,0,512,115,74.20,20
rand,ft,2,1,0,512,115,61.58,20
rand,ft,3,0,0,512,115,48.78,20
rand,ft,4,0,1,512,115,40.96,20
rand,ft,5,0,2,512,115,41.82,20
rand,ft,1,2,0,512,64,88.38,24
rand,ft,2,1,0,512,64,77.89,24
rand,ft,3,0,0,512,64,65.98,24
rand,ft,4,0,1,512,64,57.43,24
rand,ft,5,0,2,512,64,57.35,24
rand,ft,1,2,0,512,80,76.69,24
rand,ft,2,1,0,512,80,70.74,24
rand,ft,3,0,0,512,80,61.20,24
rand,ft,4,0,1,512,80,53.78,24
rand,ft,5,0,2,512,80,53.70,24
rand,ft,1,2,0,512,115,75.49,24
rand,ft,2,1,0,512,115,65.71,24
rand,ft,3,0,0,512,115,57.38,24
rand,ft,4,0,1,512,115,48.12,24
rand,ft,5,0,2,512,115,47.29,24
spr,ft,1,2,0,1024,64,30.67,16
pak,ft,1,2,0,1024,64,28.47,16
rand,ft,1,2,0,1024,64,41.76,16
spr,ft,2,1,0,1024,64,29.20,16
pak,ft,2,1,0,1024,64,27.57,16
rand,ft,2,1,0,1024,64,32.84,16
spr,ft,3,0,0,1024,64,25.61,16
pak,ft,3,0,0,1024,64,25.48,16
rand,ft,3,0,0,1024,64,26.51,16
spr,ft,4,0,1,1024,64,23.26,16
pak,ft,4,0,1,1024,64,23.31,16
rand,ft,4,0,1,1024,64,23.53,16
spr,ft,5,0,2,1024,64,23.15,16
pak,ft,5,0,2,1024,64,22.81,16
rand,ft,5,0,2,1024,64,23.52,16
spr,ft,1,2,0,1024,80,28.09,16
pak,ft,1,2,0,1024,80,25.53,16
rand,ft,1,2,0,1024,80,35.57,16
spr,ft,2,1,0,1024,80,26.84,16
pak,ft,2,1,0,1024,80,24.96,16
rand,ft,2,1,0,1024,80,30.75,16
spr,ft,3,0,0,1024,80,21.13,16
pak,ft,3,0,0,1024,80,23.26,16
rand,ft,3,0,0,1024,80,25.45,16
spr,ft,4,0,1,1024,80,21.14,16
pak,ft,4,0,1,1024,80,20.99,16
rand,ft,4,0,1,1024,80,20.58,16
spr,ft,5,0,2,1024,80,20.94,16
pak,ft,5,0,2,1024,80,20.70,16
rand,ft,5,0,2,1024,80,20.80,16
spr,ft,1,2,0,1024,115,29.15,16
pak,ft,1,2,0,1024,115,25.83,16
rand,ft,1,2,0,1024,115,36.99,16
spr,ft,2,1,0,1024,115,26.38,16
pak,ft,2,1,0,1024,115,24.48,16
rand,ft,2,1,0,1024,115,29.02,16
spr,ft,3,0,0,1024,115,22.87,16
pak,ft,3,0,0,1024,115,22.40,16
rand,ft,3,0,0,1024,115,23.68,16
spr,ft,4,0,1,1024,115,20.59,16
pak,ft,4,0,1,1024,115,20.49,16
rand,ft,4,0,1,1024,115,19.77,16
spr,ft,5,0,2,1024,115,20.53,16
pak,ft,5,0,2,1024,115,19.92,16
rand,ft,5,0,2,1024,115,19.53,16
spr,ft,1,2,0,1024,64,39.54,20
pak,ft,1,2,0,1024,64,35.71,20
rand,ft,1,2,0,1024,64,42.08,20
spr,ft,2,1,0,1024,64,33.94,20
pak,ft,2,1,0,1024,64,33.38,20
rand,ft,2,1,0,1024,64,39.77,20
spr,ft,3,0,0,1024,64,28.81,20
pak,ft,3,0,0,1024,64,29.60,20
rand,ft,3,0,0,1024,64,30.58,20
spr,ft,4,0,1,1024,64,27.56,20
pak,ft,4,0,1,1024,64,27.88,20
rand,ft,4,0,1,1024,64,27.14,20
spr,ft,5,0,2,1024,64,27.58,20
pak,ft,5,0,2,1024,64,27.59,20
rand,ft,5,0,2,1024,64,27.42,20
spr,ft,1,2,0,1024,80,36.04,20
pak,ft,1,2,0,1024,80,32.38,20
rand,ft,1,2,0,1024,80,45.67,20
spr,ft,2,1,0,1024,80,31.61,20
pak,ft,2,1,0,1024,80,30.92,20
rand,ft,2,1,0,1024,80,35.05,20
spr,ft,3,0,0,1024,80,26.03,20
pak,ft,3,0,0,1024,80,26.63,20
rand,ft,3,0,0,1024,80,26.74,20
spr,ft,4,0,1,1024,80,24.44,20
pak,ft,4,0,1,1024,80,24.84,20
rand,ft,4,0,1,1024,80,24.04,20
spr,ft,5,0,2,1024,80,24.54,20
pak,ft,5,0,2,1024,80,24.44,20
rand,ft,5,0,2,1024,80,23.71,20
spr,ft,1,2,0,1024,115,34.91,20
pak,ft,1,2,0,1024,115,30.87,20
rand,ft,1,2,0,1024,115,51.54,20
spr,ft,2,1,0,1024,115,30.29,20
pak,ft,2,1,0,1024,115,29.66,20
rand,ft,2,1,0,1024,115,34.84,20
spr,ft,3,0,0,1024,115,24.97,20
pak,ft,3,0,0,1024,115,25.63,20
rand,ft,3,0,0,1024,115,25.61,20
spr,ft,4,0,1,1024,115,23.20,20
pak,ft,4,0,1,1024,115,23.58,20
rand,ft,4,0,1,1024,115,21.85,20
spr,ft,5,0,2,1024,115,23.18,20
pak,ft,5,0,2,1024,115,23.15,20
rand,ft,5,0,2,1024,115,22.98,20
spr,ft,1,2,0,1024,64,44.33,24
pak,ft,1,2,0,1024,64,38.93,24
rand,ft,1,2,0,1024,64,56.91,24
spr,ft,2,1,0,1024,64,39.10,24
pak,ft,2,1,0,1024,64,36.99,24
rand,ft,2,1,0,1024,64,46.11,24
spr,ft,3,0,0,1024,64,33.99,24
pak,ft,3,0,0,1024,64,33.98,24
rand,ft,3,0,0,1024,64,35.14,24
spr,ft,4,0,1,1024,64,32.78,24
pak,ft,4,0,1,1024,64,32.68,24
rand,ft,4,0,1,1024,64,30.30,24
spr,ft,5,0,2,1024,64,32.58,24
pak,ft,5,0,2,1024,64,31.87,24
rand,ft,5,0,2,1024,64,30.06,24
spr,ft,1,2,0,1024,80,41.00,24
pak,ft,1,2,0,1024,80,34.99,24
rand,ft,1,2,0,1024,80,48.65,24
spr,ft,2,1,0,1024,80,35.92,24
pak,ft,2,1,0,1024,80,33.87,24
rand,ft,2,1,0,1024,80,40.85,24
spr,ft,3,0,0,1024,80,30.94,24
pak,ft,3,0,0,1024,80,30.58,24
rand,ft,3,0,0,1024,80,32.14,24
spr,ft,4,0,1,1024,80,29.64,24
pak,ft,4,0,1,1024,80,29.06,24
rand,ft,4,0,1,1024,80,27.57,24
spr,ft,5,0,2,1024,80,29.44,24
pak,ft,5,0,2,1024,80,28.54,24
rand,ft,5,0,2,1024,80,26.52,24
spr,ft,1,2,0,1024,115,38.67,24
pak,ft,1,2,0,1024,115,32.85,24
rand,ft,1,2,0,1024,115,57.50,24
spr,ft,2,1,0,1024,115,33.91,24
pak,ft,2,1,0,1024,115,31.49,24
rand,ft,2,1,0,1024,115,38.34,24
spr,ft,3,0,0,1024,115,29.04,24
pak,ft,3,0,0,1024,115,28.55,24
rand,ft,3,0,0,1024,115,30.15,24
spr,ft,4,0,1,1024,115,27.18,24
pak,ft,4,0,1,1024,115,26.90,24
rand,ft,4,0,1,1024,115,25.79,24
spr,ft,5,0,2,1024,115,27.10,24
pak,ft,5,0,2,1024,115,26.30,24
rand,ft,5,0,2,1024,115,25.08,24
rand,ft,1,2,0,1024,64,39.73,16
rand,ft,2,1,0,1024,64,32.78,16
rand,ft,3,0,0,1024,64,25.93,16
rand,ft,4,0,1,1024,64,24.17,16
rand,ft,5,0,2,1024,64,22.98,16
rand,ft,1,2,0,1024,80,36.44,16
rand,ft,2,1,0,1024,80,30.73,16
rand,ft,3,0,0,1024,80,24.28,16
rand,ft,4,0,1,1024,80,20.99,16
rand,ft,5,0,2,1024,80,22.13,16
rand,ft,1,2,0,1024,115,41.23,16
rand,ft,2,1,0,1024,115,29.17,16
rand,ft,3,0,0,1024,115,24.25,16
rand,ft,4,0,1,1024,115,20.30,16
rand,ft,5,0,2,1024,115,20.47,16
rand,ft,1,2,0,1024,64,47.50,20
rand,ft,2,1,0,1024,64,37.77,20
rand,ft,3,0,0,1024,64,29.64,20
rand,ft,4,0,1,1024,64,28.67,20
rand,ft,5,0,2,1024,64,27.13,20
rand,ft,1,2,0,1024,80,47.13,20
rand,ft,2,1,0,1024,80,35.63,20
rand,ft,3,0,0,1024,80,27.92,20
rand,ft,4,0,1,1024,80,23.81,20
rand,ft,5,0,2,1024,80,24.43,20
rand,ft,1,2,0,1024,115,48.77,20
rand,ft,2,1,0,1024,115,34.03,20
rand,ft,3,0,0,1024,115,26.26,20
rand,ft,4,0,1,1024,115,22.27,20
rand,ft,5,0,2,1024,115,22.48,20
rand,ft,1,2,0,1024,64,52.30,24
rand,ft,2,1,0,1024,64,44.40,24
rand,ft,3,0,0,1024,64,35.00,24
rand,ft,4,0,1,1024,64,31.83,24
rand,ft,5,0,2,1024,64,30.72,24
rand,ft,1,2,0,1024,80,52.56,24
rand,ft,2,1,0,1024,80,40.71,24
rand,ft,3,0,0,1024,80,30.86,24
rand,ft,4,0,1,1024,80,27.49,24
rand,ft,5,0,2,1024,80,26.89,24
rand,ft,1,2,0,1024,115,61.42,24
rand,ft,2,1,0,1024,115,36.98,24
rand,ft,3,0,0,1024,115,29.38,24
rand,ft,4,0,1,1024,115,25.77,24
rand,ft,5,0,2,1024,115,24.27,24
spr,ft,1,2,0,2048,64,26.9,16
rand,ft,1,2,0,2048,64,28.77,16
spr,ft,2,1,0,2048,64,21.7,16
rand,ft,2,1,0,2048,64,22.84,16
spr,ft,3,0,0,2048,64,17.86,16
rand,ft,3,0,0,2048,64,18.19,16
spr,ft,4,0,1,2048,64,17.44,16
rand,ft,4,0,1,2048,64,18.07,16
spr,ft,5,0,2,2048,64,17.39,16
rand,ft,5,0,2,2048,64,17.99,16
spr,ft,1,2,0,2048,80,24.46,16
rand,ft,1,2,0,2048,80,26.61,16
spr,ft,2,1,0,2048,80,20.05,16
rand,ft,2,1,0,2048,80,21.09,16
spr,ft,3,0,0,2048,80,15.89,16
rand,ft,3,0,0,2048,80,16.14,16
spr,ft,4,0,1,2048,80,15.43,16
rand,ft,4,0,1,2048,80,15.66,16
spr,ft,5,0,2,2048,80,15.32,16
rand,ft,5,0,2,2048,80,15.72,16
spr,ft,1,2,0,2048,115,24.24,16
rand,ft,1,2,0,2048,115,27.06,16
spr,ft,2,1,0,2048,115,19.5,16
rand,ft,2,1,0,2048,115,21.5,16
spr,ft,3,0,0,2048,115,15.58,16
rand,ft,3,0,0,2048,115,15.86,16
spr,ft,4,0,1,2048,115,15.07,16
rand,ft,4,0,1,2048,115,15.54,16
spr,ft,5,0,2,2048,115,15.04,16
rand,ft,5,0,2,2048,115,14.95,16
spr,ft,1,2,0,2048,64,34.2,20
rand,ft,1,2,0,2048,64,36.54,20
spr,ft,2,1,0,2048,64,25.8,20
rand,ft,2,1,0,2048,64,27.86,20
spr,ft,3,0,0,2048,64,21.32,20
rand,ft,3,0,0,2048,64,21.4,20
spr,ft,4,0,1,2048,64,21.06,20
rand,ft,4,0,1,2048,64,20.94,20
spr,ft,5,0,2,2048,64,20.8,20
rand,ft,5,0,2,2048,64,21.41,20
spr,ft,1,2,0,2048,80,31.05,20
rand,ft,1,2,0,2048,80,34.27,20
spr,ft,2,1,0,2048,80,23.51,20
rand,ft,2,1,0,2048,80,25.83,20
spr,ft,3,0,0,2048,80,18.64,20
rand,ft,3,0,0,2048,80,19.21,20
spr,ft,4,0,1,2048,80,18.05,20
rand,ft,4,0,1,2048,80,18.52,20
spr,ft,5,0,2,2048,80,18.07,20
rand,ft,5,0,2,2048,80,18.32,20
spr,ft,1,2,0,2048,115,29.59,20
rand,ft,1,2,0,2048,115,32.68,20
spr,ft,2,1,0,2048,115,22.39,20
rand,ft,2,1,0,2048,115,23.56,20
spr,ft,3,0,0,2048,115,17.46,20
rand,ft,3,0,0,2048,115,17.54,20
spr,ft,4,0,1,2048,115,16.89,20
rand,ft,4,0,1,2048,115,16.68,20
spr,ft,5,0,2,2048,115,16.81,20
rand,ft,5,0,2,2048,115,16.87,20
spr,ft,1,2,0,2048,64,32.51,24
rand,ft,1,2,0,2048,64,41.9,24
spr,ft,2,1,0,2048,64,29.39,24
rand,ft,2,1,0,2048,64,32.24,24
spr,ft,3,0,0,2048,64,24.68,24
rand,ft,3,0,0,2048,64,25.43,24
spr,ft,4,0,1,2048,64,23.95,24
rand,ft,4,0,1,2048,64,23.96,24
spr,ft,5,0,2,2048,64,24.02,24
rand,ft,5,0,2,2048,64,23.61,24
spr,ft,1,2,0,2048,80,29.4,24
rand,ft,1,2,0,2048,80,35.57,24
spr,ft,2,1,0,2048,80,25.64,24
rand,ft,2,1,0,2048,80,28.98,24
spr,ft,3,0,0,2048,80,21.49,24
rand,ft,3,0,0,2048,80,21.76,24
spr,ft,4,0,1,2048,80,20.68,24
rand,ft,4,0,1,2048,80,20.86,24
spr,ft,5,0,2,2048,80,20.51,24
rand,ft,5,0,2,2048,80,20.46,24
spr,ft,1,2,0,2048,115,27.01,24
rand,ft,1,2,0,2048,115,34.82,24
spr,ft,2,1,0,2048,115,23.82,24
rand,ft,2,1,0,2048,115,26.88,24
spr,ft,3,0,0,2048,115,18.89,24
rand,ft,3,0,0,2048,115,19.68,24
spr,ft,4,0,1,2048,115,18.32,24
rand,ft,4,0,1,2048,115,19.69,24
spr,ft,5,0,2,2048,115,18.22,24
rand,ft,5,0,2,2048,115,18.26,24
pak,ft,1,2,0,2048,64,26.68,16
pak,ft,2,1,0,2048,64,22.92,16
pak,ft,3,0,0,2048,64,18.9,16
pak,ft,4,0,1,2048,64,18.35,16
pak,ft,5,0,2,2048,64,18.42,16
pak,ft,1,2,0,2048,80,24.6,16
pak,ft,2,1,0,2048,80,20.72,16
pak,ft,3,0,0,2048,80,16.62,16
pak,ft,4,0,1,2048,80,16.16,16
pak,ft,5,0,2,2048,80,16.06,16
pak,ft,1,2,0,2048,115,24.71,16
pak,ft,2,1,0,2048,115,20.15,16
pak,ft,3,0,0,2048,115,16.07,16
pak,ft,4,0,1,2048,115,15.47,16
pak,ft,5,0,2,2048,115,15.54,16
pak,ft,1,2,0,2048,64,27.76,20
pak,ft,2,1,0,2048,64,26.61,20
pak,ft,3,0,0,2048,64,22,20
pak,ft,4,0,1,2048,64,21.3,20
pak,ft,5,0,2,2048,64,21.11,20
pak,ft,1,2,0,2048,80,25.87,20
pak,ft,2,1,0,2048,80,23.81,20
pak,ft,3,0,0,2048,80,18.95,20
pak,ft,4,0,1,2048,80,18.49,20
pak,ft,5,0,2,2048,80,18.41,20
pak,ft,1,2,0,2048,115,24.75,20
pak,ft,2,1,0,2048,115,22.5,20
pak,ft,3,0,0,2048,115,17.93,20
pak,ft,4,0,1,2048,115,17.25,20
pak,ft,5,0,2,2048,115,17.06,20
pak,ft,1,2,0,2048,64,30.51,24
pak,ft,2,1,0,2048,64,30.71,24
pak,ft,3,0,0,2048,64,24.9,24
pak,ft,4,0,1,2048,64,23.91,24
pak,ft,5,0,2,2048,64,23.84,24
pak,ft,1,2,0,2048,80,28.6,24
pak,ft,2,1,0,2048,80,26.38,24
pak,ft,3,0,0,2048,80,21.41,24
pak,ft,4,0,1,2048,80,20.6,24
pak,ft,5,0,2,2048,80,20.43,24
pak,ft,1,2,0,2048,115,25.59,24
pak,ft,2,1,0,2048,115,24.23,24
pak,ft,3,0,0,2048,115,19.07,24
pak,ft,4,0,1,2048,115,18.07,24
pak,ft,5,0,2,2048,115,17.88,24
spr,ft,1,2,0,4096,64,17.85,24
spr,ft,2,1,0,4096,64,15.54,24
spr,ft,3,0,0,4096,64,13.24,24
spr,ft,4,0,1,4096,64,13.27,24
spr,ft,5,0,2,4096,64,13.38,24
spr,ft,1,2,0,4096,80,16.55,24
spr,ft,2,1,0,4096,80,13.47,24
spr,ft,3,0,0,4096,80,10.92,24
spr,ft,4,0,1,4096,80,10.83,24
spr,ft,5,0,2,4096,80,10.87,24
spr,ft,1,2,0,4096,115,16.60,24
spr,ft,2,1,0,4096,115,12.42,24
spr,ft,3,0,0,4096,115,9.53,24
spr,ft,4,0,1,4096,115,9.47,24
spr,ft,5,0,2,4096,115,9.39,24
rand,ft,1,2,0,4096,64,20.65,24
rand,ft,2,1,0,4096,64,16.80,24
rand,ft,3,0,0,4096,64,13.22,24
rand,ft,4,0,1,4096,64,13.20,24
rand,ft,5,0,2,4096,64,13.25,24
rand,ft,1,2,0,4096,80,19.75,24
rand,ft,2,1,0,4096,80,14.74,24
rand,ft,3,0,0,4096,80,10.99,24
rand,ft,4,0,1,4096,80,10.92,24
rand,ft,5,0,2,4096,80,10.87,24
rand,ft,1,2,0,4096,115,15.58,24
rand,ft,2,1,0,4096,115,15.03,24
rand,ft,3,0,0,4096,115,9.67,24
rand,ft,4,0,1,4096,115,9.57,24
rand,ft,5,0,2,4096,115,9.45,24
pak,ft,1,2,0,4096,64,20.18,24
pak,ft,2,1,0,4096,64,16.43,24
pak,ft,3,0,0,4096,64,13.54,24
pak,ft,4,0,1,4096,64,13.46,24
pak,ft,5,0,2,4096,64,13.55,24
pak,ft,1,2,0,4096,80,17.24,24
pak,ft,2,1,0,4096,80,14.47,24
pak,ft,3,0,0,4096,80,11.64,24
pak,ft,4,0,1,4096,80,11.57,24
pak,ft,5,0,2,4096,80,11.05,24
pak,ft,1,2,0,4096,115,17.31,24
pak,ft,2,1,0,4096,115,13.30,24
pak,ft,3,0,0,4096,115,9.69,24
pak,ft,4,0,1,4096,115,10.18,24
pak,ft,5,0,2,4096,115,9.57,24
rand,ft,1,2,0,4096,64,21.87,24
rand,ft,2,1,0,4096,64,16.44,24
rand,ft,3,0,0,4096,64,13.70,24
rand,ft,4,0,1,4096,64,13.56,24
rand,ft,5,0,2,4096,64,13.81,24
rand,ft,1,2,0,4096,80,16.12,24
rand,ft,2,1,0,4096,80,14.34,24
rand,ft,3,0,0,4096,80,11.31,24
rand,ft,4,0,1,4096,80,11.15,24
rand,ft,5,0,2,4096,80,11.22,24
rand,ft,1,2,0,4096,115,17.51,24
rand,ft,2,1,0,4096,115,13.97,24
rand,ft,3,0,0,4096,115,9.91,24
rand,ft,4,0,1,4096,115,9.84,24
rand,ft,5,0,2,4096,115,10.28,24
